cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,target
1.0,1.0,1.0,-24.05,-91.57,-0.97,-73.62,-7.42,-24.7,4.05,58.45,,65.97,48.44,62.55,-9.61,-224.52,241.49,11.01,-6.65,123.44,-8.58,0.0
0.0,2.0,1.0,9.56,54.14,-0.44,-29.74,113.05,-62.75,14.18,-2.88,157.58,43.29,-38.29,-240.36,3.41,-55.15,271.68,-22.96,12.76,94.05,2.81,0.0
2.0,2.0,2.0,-3.75,-61.93,1.12,-7.53,148.88,12.7,4.13,21.67,-141.96,23.03,-8.93,234.42,-8.7,20.98,19.83,-13.92,9.1,-105.31,4.13,1.0
2.0,1.0,1.0,-36.54,-59.52,-0.31,-18.08,-300.63,116.35,134.58,-38.49,31.19,-26.95,-6.37,-218.28,-11.59,24.61,-79.11,-16.87,14.3,275.11,15.67,1.0
2.0,2.0,1.0,38.09,107.67,0.18,-68.16,209.95,-71.15,35.33,198.07,13.26,-94.84,-9.18,-281.96,-0.76,36.53,-16.58,4.23,27.31,48.93,-13.23,1.0
3.0,2.0,1.0,1.39,-66.39,0.54,-4.5,22.16,31.07,123.08,190.7,-182.09,34.26,44.32,357.57,-4.88,49.87,-38.36,2.29,11.51,97.06,-34.37,0.0
0.0,2.0,1.0,-4.07,-105.3,2.24,49.84,-166.63,105.26,-5.31,-160.58,117.86,-12.92,-41.81,11.51,-9.04,-47.57,321.88,-11.86,-2.8,-1.45,0.56,0.0
2.0,1.0,2.0,4.89,-47.65,0.16,4.48,277.01,-14.33,-61.81,325.65,6.35,89.68,-10.77,-175.57,-11.24,-117.18,-214.38,-1.06,0.36,21.09,-9.65,0.0
2.0,1.0,0.0,5.06,70.29,0.0,4.08,170.74,59.0,-64.02,226.53,124.64,-65.12,28.31,-517.28,20.31,53.49,-152.59,26.28,-14.62,86.7,8.24,1.0
2.0,1.0,2.0,-0.83,-57.75,-0.85,12.23,-55.39,-52.66,32.81,66.85,-41.67,18.55,-6.5,283.58,6.7,67.39,33.9,21.25,14.0,0.65,-15.13,0.0
1.0,2.0,1.0,4.03,-0.53,-0.38,15.59,158.03,78.03,-57.65,-2.37,108.48,-69.18,-2.61,-673.23,-6.08,-317.6,65.55,-21.91,-9.79,190.98,11.02,1.0
1.0,2.0,0.0,21.09,-184.15,0.9,10.32,235.89,94.76,-106.96,89.13,-5.51,-6.79,28.05,-662.99,8.52,207.72,-314.47,-20.08,11.9,59.08,17.48,0.0
2.0,2.0,3.0,-14.27,47.76,0.71,-41.42,177.15,-25.27,48.69,46.31,-95.18,5.78,-2.87,37.08,6.77,56.63,-72.46,20.97,-15.97,118.18,-8.1,0.0
1.0,2.0,2.0,9.93,-26.72,1.01,-25.06,-151.2,-79.94,-77.99,-46.38,-1.33,43.34,8.98,74.63,-7.74,49.73,96.21,18.35,8.93,86.99,-17.66,1.0
1.0,1.0,2.0,-14.96,10.9,0.87,4.31,44.22,12.77,-55.79,110.02,60.64,53.43,-3.94,-2.95,-0.53,69.74,15.49,15.31,-10.56,-4.48,2.29,1.0
1.0,2.0,1.0,-11.35,79.11,0.74,-12.42,-356.94,5.22,73.48,53.12,-27.05,42.42,-39.25,656.84,-1.03,-400.2,278.69,-21.73,3.93,-100.55,15.99,0.0
0.0,1.0,2.0,-25.39,-58.79,0.69,15.47,283.24,-42.87,-144.91,-54.71,114.08,101.52,-15.03,-490.26,6.63,51.62,-120.7,7.77,-7.28,100.13,-5.08,1.0
2.0,2.0,1.0,15.78,23.39,-0.16,14.37,16.06,22.55,-101.67,140.01,82.07,-65.08,-44.22,-507.44,-2.81,168.87,-128.33,21.65,31.95,114.34,2.69,1.0
1.0,2.0,2.0,-6.43,-109.16,1.73,-49.42,-203.72,-26.07,-49.27,42.44,-80.45,7.16,-46.24,110.72,-4.86,27.9,-40.33,-13.59,6.71,-38.8,-17.34,0.0
2.0,1.0,1.0,17.61,-127.72,-0.99,38.93,224.41,-27.93,-1.67,-29.99,-43.62,-124.4,-25.72,-585.12,7.57,110.52,-370.31,-7.87,17.74,24.1,-0.37,0.0
1.0,1.0,2.0,0.6,-25.39,0.5,-41.03,74.24,38.57,-34.33,-13.52,37.41,75.77,31.71,-186.07,14.72,-98.58,-60.38,-12.14,19.65,89.59,-6.86,1.0
3.0,2.0,1.0,10.2,20.48,-0.28,-70.38,56.94,-6.29,-17.1,206.08,34.52,-85.93,-17.3,-382.02,28.24,34.36,-393.14,23.87,1.13,27.4,-3.99,1.0
2.0,2.0,1.0,-7.71,-62.13,0.25,-34.65,-84.37,-26.44,-69.34,137.01,-12.0,-15.83,-21.78,-22.34,-11.36,-237.9,-78.96,-0.32,-40.01,-25.26,5.58,0.0
1.0,1.0,2.0,11.88,-59.42,-1.41,-4.24,-18.81,35.26,2.82,112.8,53.75,-32.71,-8.61,-38.5,-18.37,-147.98,84.97,-6.57,-13.71,-21.12,4.1,0.0
